txtkontakid;status;umur;gender;prov;produk_kes;bekerja;payday;saudara
2101-EV14681;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;1;1;-1
2011-KLK7998;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1908-RO79906;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2102-LLK9623;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2103-LL23599;0;20-30 Tahun;1;DI  ACEH;0;0;0;-1
2005-W562904;0;30-40 Tahun;1;SULAWESI UTARA;0;0;0;-1
0805-1173769;0;40-50 Tahun;1;KALIMANTAN TIMUR;0;0;0;2
2108-Q822249;0;30-40 Tahun;1;RIAU;0;1;0;-1
2008-PQ94028;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1311-3062169;0;40-50 Tahun;1;JAWA TENGAH;0;0;0;-1
1904-C905057;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1803-M627412;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2112-Q790037;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2001-OP27924;0;20-30 Tahun;1;BANTEN;0;0;0;-1
2101-D422248;0;20-30 Tahun;0;JAWA BARAT;0;1;0;-1
2101-TX22177;0;30-40 Tahun;0;BANTEN;0;1;0;-1
1409-3927672;0;30-40 Tahun;0;JAWA TENGAH;0;1;0;-1
2011-Q853689;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
1107-1705689;0;40-50 Tahun;1;JAWA BARAT;0;0;0;0
1902-OI62130;0;40-50 Tahun;1;JAWA TENGAH;0;1;0;0
2109-PA12013;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
1108-1088401;0;40-50 Tahun;1;JAWA BARAT;0;0;1;-1
1802-W736375;0;40-50 Tahun;1;DKI JAKARTA;0;1;1;-1
1801-K252342;0;20-30 Tahun;1;DKI JAKARTA;0;0;1;-1
2009-XNH6535;0;20-30 Tahun;1;JAWA TENGAH;0;1;1;-1
1107-1831366;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;1
2103-QP10181;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
0905-1617281;0;30-40 Tahun;1;JAWA BARAT;1;1;0;0
1304-6595516;0;>70 Tahun;1;DIY YOGYAKARTA;0;1;0;-1
2102-Q632100;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2009-OI30254;0;20-30 Tahun;1;BANTEN;0;1;0;-1
2105-T550905;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1711-1285543;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1211-6616773;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;2
2005-AO10052;0;20-30 Tahun;1;PAPUA;0;0;0;-1
2107-OP40407;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2103-Q638327;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;0;-1
1901-I875260;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1912-T555342;0;20-30 Tahun;1;DKI JAKARTA;0;1;1;-1
0506-0024446;0;<20 Tahun;1;BANTEN;0;0;0;2
2111-IS34420;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1801-V591141;0;20-30 Tahun;1;BANTEN;0;0;1;-1
1604-3120024;0;50-70 Tahun;1;JAWA BARAT;0;0;1;-1
2012-PKL1139;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1705-J524240;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2108-OP83855;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
2102-CX16133;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;1;-1
2011-B8A1446;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
1106-1756439;0;50-70 Tahun;1;JAWA BARAT;0;0;0;-1
1304-8713186;0;40-50 Tahun;1;SUMATERA UTARA;0;1;0;-1
1803-E455243;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
1302-7400471;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1907-YXC9502;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2103-RO71942;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2012-Q768455;0;30-40 Tahun;0;DIY YOGYAKARTA;0;0;0;-1
1811-P755555;0;30-40 Tahun;1;BANTEN;0;1;1;-1
1102-1088153;0;40-50 Tahun;0;RIAU;0;1;0;-1
2005-T033671;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2009-PQ29284;0;20-30 Tahun;1;JAWA TIMUR;0;1;1;-1
2102-XQ01324;0;20-30 Tahun;1;PAPUA;0;0;1;-1
2005-I882342;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
2102-W542672;0;30-40 Tahun;1;JAMBI;0;1;0;-1
1603-Y253384;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
0909-1136110;0;50-70 Tahun;1;RIAU;1;0;1;-1
1907-OP80998;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
1605-G663522;0;50-70 Tahun;0;NUSA TENGGARA TIMUR;0;1;1;-1
2101-OI00080;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2101-T565549;0;30-40 Tahun;1;SULAWESI TENGAH;0;0;1;-1
1911-PPX5942;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2103-PO77603;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1104-1836843;0;40-50 Tahun;1;JAWA TENGAH;0;1;1;0
1806-W735829;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2102-Q576157;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2012-KLK2769;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
2012-OI84060;0;30-40 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
2011-Q850738;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2109-T600455;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2003-AX20801;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1802-H176818;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2007-OP61991;0;30-40 Tahun;1;SULAWESI UTARA;0;0;0;-1
1206-6629477;0;40-50 Tahun;1;SUMATERA UTARA;0;1;0;1
1308-2462422;1;40-50 Tahun;1;JAWA TIMUR;0;1;0;1
1907-OP81532;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1609-F214157;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2101-T031486;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2007-I888312;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2101-D097665;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;0
2012-I863528;0;20-30 Tahun;1;SULAWESI TENGAH;0;1;0;-1
2101-EV13216;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1201-6787995;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;0
1906-Z779447;0;30-40 Tahun;1;BALI;0;1;0;-1
2008-M281003;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2109-CX72488;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1208-5370464;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
2101-Q766488;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
1807-J361406;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
2105-T031253;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
1608-Y258898;0;20-30 Tahun;1;JAWA TENGAH;1;0;0;-1
2111-ZW40653;0;20-30 Tahun;1;JAWA BARAT;0;0;1;2
1903-H126224;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
1010-1103879;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;0;0;-1
1910-W540072;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;-1
2004-OP39049;0;20-30 Tahun;1;DI  ACEH;0;0;0;-1
1906-OP40171;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1107-1899145;0;>70 Tahun;0;JAWA BARAT;0;1;0;-1
2103-W571875;0;30-40 Tahun;1;PAPUA;0;0;1;-1
1211-5445396;0;40-50 Tahun;1;DKI JAKARTA;0;0;0;-1
1908-T595721;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2110-PM43260;0;30-40 Tahun;0;SULAWESI UTARA;0;1;0;-1
2001-Q780477;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1401-4380083;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
1610-Z870949;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;0
1012-1416757;0;40-50 Tahun;0;SUMATERA UTARA;0;1;1;-1
1311-2468656;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
2108-SF13101;0;50-70 Tahun;0;JAWA TENGAH;0;1;0;-1
1901-D477050;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1603-D274243;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2009-OP92013;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2103-CX17436;0;20-30 Tahun;0;RIAU;0;1;1;-1
2011-XNH2480;0;20-30 Tahun;1;SULAWESI SELATAN;0;1;0;-1
1801-E457151;0;30-40 Tahun;0;SUMATERA UTARA;0;1;0;-1
1908-T058242;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;-1
2110-OI12779;0;20-30 Tahun;0;JAWA BARAT;0;1;0;-1
1311-5311062;0;30-40 Tahun;1;BENGKULU;0;1;0;-1
1908-T757368;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2101-W549002;0;30-40 Tahun;0;BANTEN;0;1;0;-1
2102-LL13514;0;20-30 Tahun;1;NUSA TENGGARA BARAT;0;0;0;-1
2005-I884392;0;30-40 Tahun;0;RIAU;0;1;0;-1
1711-GR14835;0;50-70 Tahun;1;JAWA TIMUR;0;1;0;-1
1907-RT03131;0;30-40 Tahun;1;BANTEN;0;0;0;-1
2001-OP76312;0;20-30 Tahun;1;BANTEN;0;0;0;-1
2009-R074623;0;40-50 Tahun;0;SUMATERA UTARA;0;0;0;-1
1211-5313738;0;40-50 Tahun;1;JAWA BARAT;0;1;0;0
2108-K795898;0;20-30 Tahun;1;NUSA TENGGARA BARAT;0;0;1;-1
1910-PQ64178;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1707-GR15542;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1812-E150260;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;1;-1
1911-PO69484;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1512-H126836;0;20-30 Tahun;1;BALI;0;0;0;-1
1301-7369398;0;30-40 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1805-W732822;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
1712-1163084;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;0
2007-EV16582;0;30-40 Tahun;0;JAWA BARAT;0;1;0;-1
1410-D094278;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1702-D471449;0;40-50 Tahun;1;JAWA BARAT;0;0;0;-1
1205-0382870;0;30-40 Tahun;1;BENGKULU;0;1;0;-1
0811-1182688;0;40-50 Tahun;1;RIAU;0;0;0;-1
1908-Q845791;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1407-7362144;0;50-70 Tahun;1;JAWA TIMUR;0;0;0;-1
2012-T048292;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
1604-C905823;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
1606-3129659;0;50-70 Tahun;1;DKI JAKARTA;0;1;0;-1
2102-XNH0480;0;30-40 Tahun;0;BALI;0;1;0;-1
2101-Q785369;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1304-8726307;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
2110-LLK9788;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2102-CX10006;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
1110-5415796;0;30-40 Tahun;1;DI  ACEH;0;1;0;2
2012-M287373;0;30-40 Tahun;1;DIY YOGYAKARTA;0;1;0;-1
1605-H452036;0;30-40 Tahun;1;BALI;0;0;0;-1
2009-M285466;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1307-1647284;0;30-40 Tahun;1;JAWA BARAT;0;0;0;0
1511-2515168;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1903-I895574;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1406-1640188;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1803-W734119;0;20-30 Tahun;1;BANTEN;0;1;0;0
1210-7366476;0;40-50 Tahun;1;JAWA TIMUR;0;0;1;-1
1408-5415979;0;30-40 Tahun;1;SUMATERA BARAT;0;1;0;-1
2011-Q653139;0;30-40 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1212-6622435;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1909-I878388;0;30-40 Tahun;1;RIAU;0;1;1;-1
1202-6809519;0;50-70 Tahun;0;JAWA TENGAH;0;1;0;-1
1804-H122251;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1803-GR11998;0;30-40 Tahun;1;RIAU;0;1;1;-1
1908-PW27053;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2011-T759954;0;30-40 Tahun;1;RIAU;0;0;0;-1
1905-OP13787;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1407-4009031;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2007-Q577994;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
2007-W544956;0;20-30 Tahun;1;BANTEN;0;0;0;0
2101-TR12449;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2009-OI39601;0;50-70 Tahun;1;JAWA TIMUR;0;0;0;-1
2101-W519486;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2011-PQ97105;0;20-30 Tahun;1;KALIMANTAN BARAT;0;0;0;-1
2103-Q656772;0;40-50 Tahun;0;BANTEN;0;1;0;-1
1207-6824008;0;40-50 Tahun;1;JAWA TIMUR;0;1;0;-1
1904-Z774522;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2108-PA21650;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2105-K793182;0;20-30 Tahun;1;JAWA TENGAH;0;1;1;-1
2008-K792288;0;20-30 Tahun;1;DI  ACEH;0;1;0;-1
1907-CV17657;0;20-30 Tahun;1;JAWA BARAT;0;0;0;0
2009-K797435;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2102-T563264;0;20-30 Tahun;1;JAWA TENGAH;0;0;1;0
1111-6971000;0;40-50 Tahun;1;BENGKULU;0;0;1;-1
2001-OI58121;0;30-40 Tahun;1;JAWA TIMUR;0;1;1;-1
2011-Q766395;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
2002-OP63303;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
1907-OP78723;0;20-30 Tahun;1;DKI JAKARTA;0;0;1;-1
1908-PQ15819;0;20-30 Tahun;1;BALI;0;1;0;-1
2112-OP10659;0;50-70 Tahun;0;JAWA TIMUR;1;1;0;-1
1906-PW09444;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2003-OP54421;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2102-T032982;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2007-PQ96962;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1901-Q620934;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1910-I870946;0;30-40 Tahun;1;BANTEN;0;0;1;-1
2109-CX73459;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1906-OP49179;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1206-7093477;0;>70 Tahun;1;SUMATERA UTARA;0;0;0;-1
0710-1178358;1;30-40 Tahun;1;SUMATERA UTARA;0;1;0;0
1206-0527625;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1804-D105054;0;30-40 Tahun;1;JAWA BARAT;0;1;1;-1
2012-F050116;1;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
1811-GR15510;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;0
2109-CX90122;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2102-5489587;0;20-30 Tahun;1;BALI;0;0;0;-1
2008-Q631972;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2111-AX20485;0;30-40 Tahun;1;DI  ACEH;0;0;0;-1
2012-I889899;0;30-40 Tahun;1;JAWA TIMUR;1;1;0;-1
1301-6972463;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
1910-Q823226;0;20-30 Tahun;1;JAWA TIMUR;0;1;1;-1
2103-Q862887;0;30-40 Tahun;0;JAWA BARAT;0;1;0;-1
2011-P753470;0;20-30 Tahun;1;PAPUA;0;0;0;0
2012-TR17264;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
1708-H781524;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2010-I872938;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2101-XQ00701;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1812-C901293;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;0
1403-D645826;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;-1
2108-LL24103;0;40-50 Tahun;1;SUMATERA UTARA;0;1;0;-1
2001-T040145;0;20-30 Tahun;1;DKI JAKARTA;0;0;1;-1
1501-F730099;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2101-PO73066;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2011-Q625318;1;40-50 Tahun;0;JAWA TIMUR;0;1;0;-1
2001-OP97940;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;0;-1
1311-6653717;0;40-50 Tahun;1;JAWA BARAT;0;0;0;-1
2109-I893037;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
1804-1570217;1;30-40 Tahun;1;JAWA BARAT;0;1;0;0
2002-1282920;0;40-50 Tahun;1;DKI JAKARTA;0;1;0;0
1802-FG78634;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2011-W569708;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2104-CV09916;0;20-30 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
1109-1523696;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
1412-E449453;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
1206-5354979;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1606-E469445;0;40-50 Tahun;1;JAWA TIMUR;1;0;0;-1
2101-PPX9985;0;20-30 Tahun;1;BENGKULU;0;0;0;-1
2102-YXC9411;0;20-30 Tahun;1;SULAWESI UTARA;0;0;0;-1
1609-4378291;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
2008-CX16307;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1102-1622409;0;40-50 Tahun;1;JAWA TENGAH;0;0;0;-1
2010-I876217;0;20-30 Tahun;1;BENGKULU;0;1;0;-1
1409-4518362;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2011-Q831103;0;20-30 Tahun;1;RIAU;0;0;0;-1
1907-OI33786;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1803-V623962;0;20-30 Tahun;1;JAWA TIMUR;0;1;1;-1
2009-PW05764;0;40-50 Tahun;1;KALIMANTAN TIMUR;0;0;0;-1
2103-T033595;0;20-30 Tahun;1;KALIMANTAN BARAT;0;0;0;-1
2103-OP42554;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
2103-Q792810;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2008-ZW24419;0;20-30 Tahun;0;JAWA BARAT;0;1;0;-1
2005-I876463;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2101-TX20527;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1007-1616847;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2006-OI12548;0;50-70 Tahun;1;JAWA TIMUR;0;0;1;-1
2103-OI92120;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1111-5362473;0;30-40 Tahun;1;JAWA BARAT;0;1;1;0
1908-RO75838;0;30-40 Tahun;1;BANTEN;0;1;0;-1
2010-Q855958;0;20-30 Tahun;1;RIAU;0;0;0;0
1103-1849971;0;40-50 Tahun;1;BALI;0;0;1;-1
2102-I898142;0;30-40 Tahun;1;PAPUA;0;1;0;1
2010-AX28412;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1911-W543584;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2012-YXC7964;0;20-30 Tahun;1;BANTEN;0;1;1;-1
1807-C918302;0;20-30 Tahun;1;JAWA TENGAH;1;1;0;-1
2011-T753876;0;30-40 Tahun;1;SUMATERA BARAT;0;1;1;-1
2005-OP56471;0;40-50 Tahun;1;JAWA TIMUR;1;1;0;-1
1307-7360200;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;0
2108-PW06576;0;20-30 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
1910-OP98012;0;20-30 Tahun;1;DKI JAKARTA;0;0;1;-1
2102-K792121;0;20-30 Tahun;1;JAWA TENGAH;0;0;1;-1
2009-T758934;0;30-40 Tahun;1;NUSA TENGGARA BARAT;0;1;0;-1
2011-T552989;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
1710-K456263;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1408-D653559;0;20-30 Tahun;1;DI  ACEH;0;1;0;-1
2103-Q765681;0;40-50 Tahun;1;SUMATERA UTARA;0;1;0;-1
1512-3129429;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2103-Q571432;0;30-40 Tahun;0;SULAWESI SELATAN;0;1;0;-1
2103-PR15445;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2006-PQ19496;0;30-40 Tahun;1;KALIMANTAN SELATAN;0;0;0;-1
2010-OP41744;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1309-2468690;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1501-5415818;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2012-OP98087;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1808-T093453;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
1712-D429845;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2108-NUU0498;0;30-40 Tahun;0;DKI JAKARTA;0;1;1;-1
1406-4388295;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2004-OP28018;0;30-40 Tahun;0;JAWA BARAT;0;1;0;-1
1804-1571131;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1707-1529748;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2108-PW06546;0;30-40 Tahun;1;NUSA TENGGARA BARAT;0;0;0;-1
2110-NUU5062;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2101-I868350;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
2110-ISR1083;0;30-40 Tahun;1;BANTEN;0;0;1;-1
2011-CX81208;0;30-40 Tahun;1;SUMATERA SELATAN;0;1;0;-1
2005-KLK2586;0;30-40 Tahun;1;JAWA TIMUR;0;1;1;-1
2001-Z779571;0;20-30 Tahun;1;BALI;0;1;0;-1
2009-OP37053;0;50-70 Tahun;1;JAWA TENGAH;0;0;1;-1
2002-I894099;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
2103-Q629248;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
2110-PW20933;0;40-50 Tahun;1;DI  ACEH;0;1;1;-1
1901-T565079;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1605-E153285;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
1311-4389019;0;40-50 Tahun;1;SUMATERA UTARA;0;0;0;-1
2008-PO79878;0;20-30 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
1011-1172852;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
1502-G010308;0;50-70 Tahun;1;JAWA TENGAH;0;0;0;-1
1207-6828586;0;30-40 Tahun;1;JAWA BARAT;0;1;0;1
2011-1574578;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2103-PW05581;0;20-30 Tahun;1;JAWA TENGAH;0;1;1;-1
1606-F053969;0;20-30 Tahun;1;SULAWESI SELATAN;0;1;0;-1
1707-E316862;0;30-40 Tahun;1;RIAU;0;1;0;-1
2010-3CX4266;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1101-1796813;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;0
2011-T571062;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2101-I862608;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1508-4008349;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
2101-T578354;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
2010-TR05832;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2105-AX24680;0;20-30 Tahun;1;BANTEN;0;1;0;-1
2102-PPX6929;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1202-7361100;0;40-50 Tahun;1;DKI JAKARTA;0;0;0;-1
1705-K269793;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;0
2011-I894773;0;30-40 Tahun;1;SULAWESI TENGAH;0;1;0;-1
1201-4001072;0;40-50 Tahun;1;BANTEN;0;1;0;0
2012-T033659;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
1212-5378217;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;1
2012-EV19216;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2101-CV00655;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
1504-D428724;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1408-1284870;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1404-2462194;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1910-RO77914;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
1912-OI34487;0;20-30 Tahun;1;LAMPUNG;0;0;0;-1
2009-I872013;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2012-TX23806;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2103-ZW20681;0;20-30 Tahun;1;BALI;0;1;0;-1
2108-CX51606;0;20-30 Tahun;0;JAWA TIMUR;0;1;1;-1
1711-M514321;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1802-FG78632;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1608-H170344;0;20-30 Tahun;1;BALI;0;1;0;-1
1004-1447489;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1702-E453779;0;30-40 Tahun;1;RIAU;0;0;1;-1
2101-4389818;0;20-30 Tahun;1;JAWA BARAT;1;1;1;-1
1912-T574141;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2006-Q829757;1;20-30 Tahun;1;JAWA TENGAH;0;0;1;-1
1908-Q620146;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
2101-P610648;0;30-40 Tahun;1;SULAWESI TENGAH;0;1;0;0
